,CURRENT (A) mean,CURRENT (A) std,CURRENT (A) max,CURRENT (A) rms,CURRENT (A) peak_to_peak,CURRENT (A) skew,CURRENT (A) kurtosis,CURRENT (A) crest_factor,ROTO (RPM) mean,ROTO (RPM) std,ROTO (RPM) max,ROTO (RPM) rms,ROTO (RPM) peak_to_peak,ROTO (RPM) skew,ROTO (RPM) kurtosis,ROTO (RPM) crest_factor,CURRENT (A) Frequency Center,CURRENT (A) Spectrum Area,CURRENT (A) Amp @ 1x RPM,CURRENT (A) Amp @ 2x RPM,CURRENT (A) Amp @ 3x RPM,ROTO (RPM) Frequency Center,ROTO (RPM) Spectrum Area,ROTO (RPM) Amp @ 1x RPM,ROTO (RPM) Amp @ 2x RPM,ROTO (RPM) Amp @ 3x RPM,Class
10,4.0978765178000005,0.9444527894636753,7.027391999999999,4.2053015024948674,5.786224000000001,0.030543810938265716,-0.3954909943803946,1.7148862269214369,22980.199416249998,528.9100345463627,25053.03,22986.285129215965,4505.989999999998,-0.11338656263752586,0.5103707560623363,1.0902007222045358,2781.2719776675017,1275483.4838922054,555.2142574508737,302.3573364948039,491.92960957304086,9461.254414035451,1910275834.490329,158235.99036164908,93255.30691399678,93255.30691399678,Elec_Damage
11,4.0265771004,0.9555510285692526,7.028607999999998,4.138402842489024,6.284271999999998,0.024610621444968474,-0.37336567770715057,1.745554058632524,22986.9233675,524.6537938321467,25292.59,22992.90979030623,4817.27,-0.12279685209681941,0.5974668466759319,1.1003034027494023,2792.15719647185,1270848.5910434336,647.7280528414626,102.27028113422985,327.7996803197916,9444.673840386846,1902154488.4266803,159860.70684146183,54495.59943066951,54495.59943066951,Elec_Damage
12,4.023473334,0.9596755373921632,7.056688000000001,4.136337967580695,5.977872000000001,0.04441619525317082,-0.38689254914017157,1.7538796492990503,22983.703965,524.5499056127696,25432.969999999998,22989.68885555914,5186.539999999997,-0.1220115994630518,0.6691608729555689,1.1065653316249542,2808.19488573504,1287413.6126194142,525.3043440128109,455.31994712029467,487.1714419738928,9459.36961643741,1906927974.4077682,59077.52188531667,93427.10876475039,93427.10876475039,Elec_Damage
13,4.0358837504,0.9531693894287361,7.103072,4.146910514876055,5.981536000000001,0.01933933633469082,-0.3904607698686049,1.7599793352065727,22986.4150505,526.4358231862201,25042.34,22992.442337025,4795.91,-0.11738582197121682,0.5876665439289601,1.0894408695302524,2857.592650761756,1267153.750056876,750.2995189558125,68.2212920032567,358.81038856551027,9387.801991540035,1892843462.1984532,131018.65006713422,143031.7688886811,143031.7688886811,Elec_Damage
14,3.9862398178000005,0.9549204545951857,6.9565920000000006,4.099019170825088,5.970552000000001,0.039352052792599485,-0.38283675819936835,1.7451514003087085,22985.242499,522.2734789966515,25216.3,22991.175165820892,4788.279999999999,-0.11288135835192728,0.6336112591642054,1.0970647797645408,2700.6774236182596,1249331.8030127187,751.7965052544721,118.41731117642347,698.4040667252913,9415.853714787378,1899582268.9947734,37217.66629300708,114621.51835922667,114621.51835922667,Elec_Damage
15,4.0188142002000005,0.9552933752501478,7.070112000000002,4.130790504720636,5.875328000000003,0.035017302706327184,-0.3965040069344421,1.7592532642211103,22990.12021775,528.0087609276708,25022.51,22996.182594256432,4625.009999999998,-0.13115272997972963,0.6138484386984149,1.0884027470496154,2722.787229110122,1197006.5380485572,270.9769138919914,153.42198938066582,133.69724836520146,9377.911845198872,1889662335.276743,38591.48066374942,186786.80307895498,186786.80307895498,Elec_Damage
16,4.040380341600001,0.9595321276045592,7.100632000000002,4.1527523633303085,6.2403280000000025,0.022378737878364086,-0.3632447177342262,1.7574167280469775,22983.979905750002,528.9795306795853,25249.87,22990.06621687537,4859.999999999996,-0.12985390623656423,0.6352440949599729,1.0985856280566593,2751.8667507432533,1292624.4554930937,1077.513712647118,641.0159795444744,392.9549887124462,9478.755626767226,1912550743.5388563,139405.56918824758,129651.1471155447,129651.1471155447,Elec_Damage
17,3.9487543422000004,0.959692509425375,7.0127440000000005,4.0636987514391025,6.002287999999999,0.03222386181252878,-0.3743777432238309,1.7759382813601252,22985.848124250002,526.3753644733944,25109.48,22991.87417520886,4577.700000000001,-0.1166641659213672,0.5883749096932371,1.0923886673343834,2806.8060478654265,1295045.2289449957,792.7290035011079,992.6235749103461,172.4238551951437,9517.70465239163,1917106453.8216293,185061.43747130688,93504.41461456293,93504.41461456293,Elec_Damage
18,3.9345064332,0.9604241684266888,7.123823999999999,4.050028690741053,6.2305600000000005,0.046548168488045875,-0.36732539794821584,1.8106016906944218,22989.531568000002,527.0990689696367,24967.57,22995.573230488113,4428.16,-0.12060450690999197,0.5840513590966419,1.0860408323740403,2737.9701440795575,1256426.8056137182,385.5741270176931,343.7921672626697,386.0074559242445,9462.695469613383,1905932735.154184,194355.64991719715,208092.5589091626,208092.5589091626,Elec_Damage
19,3.9717179062000003,0.9544058664530813,6.882128000000002,4.0847779513806906,6.032808000000003,0.012350824863387316,-0.3877728780935463,1.732783687697644,22990.03699125,528.7968588504939,25405.51,22996.117498097818,4832.529999999999,-0.11356830381561994,0.5277296247624648,1.1050660775217251,2808.2876767980993,1258292.7395953329,625.1419378348156,629.5014884567454,593.4697776545868,9435.022953245854,1901233201.4351385,43264.708283842076,68042.44747518384,68042.44747518384,Elec_Damage
20,3.9164388789999998,0.9560412875735959,6.934615999999998,4.031437161374907,5.974215999999998,0.025076013065699232,-0.38481006248496685,1.7706432333678197,22989.44396175,531.5367653317576,25231.56,22995.58779288017,4832.540000000001,-0.12406102060775787,0.5613664296320322,1.0975280673156103,2753.667945206311,1261244.3306235303,805.6951473529723,197.2083521239363,441.62353683021684,9497.73426222151,1911559712.4401376,145552.73934310023,87295.48262650006,87295.48262650006,Elec_Damage
21,3.9238536186,0.9578476293656486,7.158007999999998,4.039068749659961,6.059663999999997,0.022547179377428783,-0.3806970807999046,1.8242291114197882,22996.8005595,529.4501543411599,25292.59,23002.894305530655,5008.009999999998,-0.12175006390753015,0.6171370332723822,1.0998308192724493,2742.278014625715,1260691.2120041007,328.48195064104704,281.80670143147313,122.62212728041946,9434.335445149349,1901792863.434842,60892.69224647009,131486.83327911067,131486.83327911067,Elec_Damage
22,3.992018722,0.9501228043404358,7.065232000000002,4.103525831744291,6.068208000000002,0.007550799484289405,-0.37456861707710054,1.7698393950568259,22992.214555000002,524.4600032297296,25263.6,22998.1951805285,4696.729999999996,-0.1201582823944071,0.6486639214657055,1.0987893288646287,2706.2698798735714,1232454.2686118428,515.007884056888,430.57060834744635,314.2971987496363,9483.952739580032,1912317764.5191271,42662.44679728838,149677.85528401157,149677.85528401157,Elec_Damage
23,4.5296280086,0.9636925562950883,7.6414159999999995,4.631005292781318,6.0633279999999985,0.09243281866903769,-0.40030165923862393,1.6869853298089659,22903.999884,516.9261946516248,25082.019999999997,22909.83231489641,4617.379999999997,-0.12423854684839603,0.7458774728531212,1.0950934390076335,2787.5229560449293,1334345.8972806288,99.03409945186357,694.0441728694802,271.5116663269296,9473.470851199847,1906864651.03966,66086.8859191225,116279.22743855581,116279.22743855581,Elec_Damage
24,4.5619726652,0.9558904113413209,7.606015999999999,4.661040466823294,5.893647999999998,0.08159829826786465,-0.4032969195701468,1.6672647028380532,22900.841613999997,521.5562473997988,24985.89,22906.779798745018,4519.729999999996,-0.1231249675679318,0.6462155824769851,1.0910468017352404,2733.1296860835955,1317336.857773211,95.82285457945203,446.6270761906831,302.01517079397735,9478.29939838796,1911001819.0151436,13146.6678632101,175660.70589441218,175660.70589441218,Elec_Damage
25,4.2974349594,0.9679779107765518,7.385064,4.405099890069885,5.898527999999999,0.09076394793774274,-0.3831203567074435,1.71848185482046,22926.5512475,522.7290692785659,25272.75,22932.50947787814,4785.220000000001,-0.11651630436498285,0.6499015221150466,1.1023354418713907,2744.9173002429557,1348227.9536677082,104.75084132274708,309.5916567729634,554.3440929591678,9563.133439914298,1931495218.028576,177113.68875008362,114219.92647251993,114219.92647251993,Elec_Damage
26,4.276109217,0.9610934382750246,7.294727999999999,4.382783081592419,6.164648,0.0776039661506533,-0.3318051870837926,1.7059264929434568,22942.26030225,520.835668863345,25341.420000000002,22948.171404022843,4841.690000000002,-0.12497479188840104,0.6313796087527566,1.1045738155762583,2796.1408724125363,1285376.4547214594,424.3729965691103,291.2284400500695,316.4614590339392,9477.564912291347,1906877901.545519,124345.95491640473,124234.9597137345,124234.9597137345,Elec_Damage
27,4.2939524716,0.9638798784147722,7.306936,4.400803224612765,6.119479999999999,0.07966140786754433,-0.3869720688484497,1.7016806889055553,22935.51110575,523.4523472818172,25318.53,22941.48350024029,4788.279999999999,-0.11816295165112813,0.6388223317179955,1.1039008410696622,2781.554175919999,1320411.549797324,671.3855175908684,291.2689228808287,334.07783273260355,9463.227226522651,1908136654.099942,230949.45830799566,94508.72430881088,94508.72430881088,Elec_Damage
28,4.204132179799999,0.9607824027964645,7.230032000000001,4.31251749366685,5.8228480000000005,0.061420411949525404,-0.3724093478138406,1.719744216116428,22940.25335275,527.6290861371107,24958.420000000002,22946.320170804822,4452.580000000002,-0.11270955105428516,0.5711351270560172,1.087974906650631,2789.900466089111,1329986.530769044,64.08990687665049,246.2680354148001,143.13056831328063,9477.70454038225,1910180365.8200016,88875.61482469147,108850.11568221271,108850.11568221271,Elec_Damage
29,4.2482239956,0.9500182104354173,7.231248000000001,4.353150485979728,5.848472000000001,0.0680556420532244,-0.3743722490205377,1.7021814309908325,22946.76482525,520.6192224044865,25254.44,22952.669856553908,4834.049999999999,-0.1224388551601693,0.657359887626892,1.100566471671453,2861.0222305715324,1275940.0233663411,259.4207932648674,470.0415819280165,552.487351517433,9436.53072832288,1901724693.087638,84948.63368837023,128303.53381601966,128303.53381601966,Elec_Damage
30,4.2129828018,0.9546595213881669,7.18364,4.319788895961192,5.987639999999998,0.05720325692758695,-0.3766614409538973,1.7051197068572852,22943.72044675,525.7099283521995,25024.030000000002,22949.742307008786,4489.200000000004,-0.12630994437253734,0.5320718662855612,1.0906701054904406,2810.106621328614,1296849.3921725792,202.44006943543604,399.45800793784633,422.3463261628088,9540.335718289882,1923056066.7922359,314182.02560809324,72455.44728825918,72455.44728825918,Elec_Damage
31,4.148324355,0.9567222887782804,7.021287999999998,4.25721618069753,6.121919999999999,0.03823594424822083,-0.39680768577507486,1.6925600312659248,22948.065023249997,520.8987592914804,25239.19,22953.976061792728,4768.450000000001,-0.12443889783634318,0.7079261152868992,1.099839571416097,2797.9932279339164,1212188.7364381272,550.3898027732417,125.80493111291591,307.27891233158533,9465.052578545909,1907186410.010256,177196.98836674582,63726.62959918106,63726.62959918106,Elec_Damage
32,4.1709752926,0.9712473637616114,7.140920000000001,4.282561470668868,5.9852000000000025,0.03982871194943339,-0.39387160998462933,1.712050419639065,22948.91114275,526.4950409460562,25027.08,22954.949634796634,4518.189999999999,-0.11746474499601904,0.5740436376477152,1.0905563163464744,2799.224686795794,1195490.16020267,204.45358280078887,149.56720957316364,816.8401695149503,9469.685198044615,1900047532.9090762,65499.488002195154,124679.64358894684,124679.64358894684,Elec_Damage
33,4.0924286154,0.9558170470047687,7.1934080000000025,4.202562951323156,6.273288000000002,0.03473046346051356,-0.3812680287614616,1.7577357300579104,22945.102425999998,524.1015934151237,24966.050000000003,22951.087140978514,4435.800000000003,-0.11386149585318382,0.49082803627119587,1.0880775137316443,2810.463184659848,1156276.240080566,565.8056170091935,736.2422316539537,201.68611806147348,9433.63477886557,1897935392.884039,167783.5264282559,192070.57717419727,192070.57717419727,Elec_Damage
34,4.0753721522,0.9619315683836283,6.9663520000000005,4.187355655825248,5.881432,0.05433607617547691,-0.3952716005199215,1.7093781229867238,22947.72090275,526.5089624426608,24895.86,22953.76002723191,4411.390000000003,-0.1160313425807431,0.530624085786815,1.0848946658147889,2743.4549095285174,1238904.7290828947,184.69239955744996,585.6511192929032,460.4099932061413,9488.193760409324,1911741980.8115082,146970.6327324775,112503.1572302093,112503.1572302093,Elec_Damage
35,4.1250211832,0.9561200554805288,7.186080000000001,4.234376278532863,6.368504000000002,0.054366731866724534,-0.3638754501200867,1.742071053905564,22949.032378,528.748673094089,24984.36,22955.12263649254,4473.950000000001,-0.13950731717767184,0.667534160819105,1.0886890387566477,2820.040471173428,1312965.8881960325,513.4554943496571,499.423116021724,39.183912827885486,9496.23420840163,1915558991.0189576,165514.6479749889,6802.709633219258,6802.709633219258,Elec_Damage
36,4.0987396688,0.9612823995331075,7.1934080000000025,4.209953399106762,6.308688000000001,0.04890015568046198,-0.38947376012887114,1.7550292483216035,22948.77927475,525.9587167472606,25327.69,22954.805506845474,4856.950000000001,-0.1168309939151968,0.6191888895595312,1.103661754586984,2813.4610885262905,1311456.991671966,508.27590053452093,256.5692848863229,222.98434679247558,9539.580077817247,1924102439.8281267,103695.03208183205,121043.25868949178,121043.25868949178,Elec_Damage
37,4.0507988948,0.9571725952128993,7.1128399999999985,4.162346472682815,5.987639999999999,0.040941567837528496,-0.37687903725954763,1.755910422788634,22944.75221825,525.8500697231322,25312.43,22950.77701821354,4930.189999999999,-0.12862170950888618,0.699173721963485,1.1031903835451653,2824.21679018504,1308663.4358510969,273.4003387708301,279.69650926149427,191.69993512617108,9486.245132987135,1912762913.2126799,170447.7064663535,43572.79929048636,43572.79929048636,Elec_Damage
38,4.0180959302,0.9616383856035788,7.116503999999999,4.1315638891643,6.024263999999999,0.049867475664070356,-0.38176584689144866,1.7711135133714384,22962.19326425,528.706460267572,25172.050000000003,22968.279061297428,4740.980000000003,-0.1231909083276675,0.5914247597285818,1.0962389224025277,2761.3388069905077,1182378.7319374774,711.6668556177565,211.09011821535307,72.18373707179713,9312.00528657397,1876617754.9543567,178787.66443220855,178920.6858146482,178920.6858146482,Elec_Damage
39,3.9994609170000004,0.9519265822611179,6.978560000000002,4.111183429442229,6.031584000000002,0.03459914811189714,-0.38193124091038744,1.7448751581337187,22964.133150499998,530.0938206068985,24976.73,22970.25040759356,4541.079999999998,-0.12075327722240392,0.5788883943762424,1.0876408805117985,2854.21938184383,1266384.5052356652,1180.0907495937847,400.6595564323657,229.2600987810653,9304.250310405017,1878863241.299737,112887.67452367127,150002.6759410543,150002.6759410543,Elec_Damage
40,3.987738115,0.9646927508699663,7.082319999999998,4.102762985062899,6.164639999999998,0.05476215692384359,-0.35832225270356455,1.7760243515890959,22964.58889975,534.4758574148176,24950.79,22970.80757472556,4495.309999999998,-0.12772912177173304,0.5869687874333476,1.0864897302939145,2793.7217930256315,1295716.317189167,391.0501047340253,510.6993615245416,551.5941913461954,9317.009252750477,1879035071.0098023,151215.61044997338,203831.3470583565,203831.3470583565,Elec_Damage
41,4.0062793356,0.9706782373969014,6.973680000000002,4.122191989707117,6.112152000000002,0.015372188536786307,-0.36031716429383787,1.7406874098946445,22965.16869425,533.4815392541313,25213.239999999998,22971.36409952664,4748.5999999999985,-0.12340465031671802,0.5120276683133906,1.0978904764724358,2797.255722011697,1292028.3453907727,602.9101530422738,607.0481032669592,207.80886962941753,9409.682045171554,1899382181.0962114,93287.4318960373,105662.64654748255,105662.64654748255,Elec_Damage
42,4.0119065658,0.957118062127882,7.148240000000001,4.1244934689833075,6.090176,0.05827381939837979,-0.37376879815693353,1.7817563501942113,22969.00760425,528.8911932481612,25300.22,22975.095848009918,4754.710000000003,-0.11355585667801986,0.5470543440641973,1.1014938231514475,2845.13585532167,1281429.360443121,660.4542675674935,368.36394543026785,636.0567815009146,9390.53624623174,1897447372.7308092,39435.441462213035,83470.85476050948,83470.85476050948,Elec_Damage
43,4.005006967,0.9620406235602309,6.957808,4.1189294518169,5.849696000000002,0.051283896274387175,-0.39946875713088303,1.7372773773754087,22965.422359,525.6461132074429,25294.120000000003,22971.43706989163,4762.340000000004,-0.10771204621487189,0.631572145827477,1.1014001660669395,2843.773027682658,1267552.4553650338,73.58101716588796,240.01055189064866,366.7421363340753,9259.172188030809,1867392454.7905536,74159.19658468015,120842.09015100458,120842.09015100458,Elec_Damage
44,3.9291526103999996,0.967455023872881,7.065232000000002,4.046502942022831,6.087736000000003,0.02377552492254666,-0.3894107227862973,1.7981566766582624,22973.00773625,535.4546212348969,25037.77,22979.24691832639,4567.0300000000025,-0.14015191222030568,0.5596044051400075,1.0898777507697406,2830.6045783893696,1299328.8196432837,545.1616187805286,446.8838216741027,305.93452393373553,9430.163324083605,1904834088.0625272,79378.56097005271,77929.85095837948,77929.85095837948,Elec_Damage
45,3.9700121862,0.9424243471920148,6.880904000000001,4.080335550498948,6.074312000000003,0.035195540736053736,-0.3706331103675691,1.7332198686740647,22980.22169325,530.0411089871983,25309.379999999997,22986.33345326185,4856.949999999997,-0.10755585621556121,0.5372871808531454,1.1013549102284834,2798.3458256501826,1268424.1734368075,733.4556129648347,192.1922412304077,160.33046118850442,9509.183632771323,1922389719.7406697,93043.37424978366,212298.57587728093,212298.57587728093,Elec_Damage
46,3.1121387158,1.0180446424242313,6.452432000000002,3.2744154241601047,6.7444880000000005,-0.024105453373715263,-0.31429301050399205,2.0733111821917465,21629.2795575,500.972598042649,23598.84,21635.080342955476,4333.560000000001,-0.1109112395467416,0.6889349548693211,1.0910599189059467,3836.0884650036987,1477523.6162404043,1051.514693801019,3276.8842130723087,981.853391751283,9552.587559575115,1827775053.2388208,52211.759849711605,85706.20300093257,85706.20300093257,Healthy
47,3.1558587328,0.9967383113645308,6.392616,3.3095176031485773,6.545511999999999,-0.018320194925147165,-0.30099158400736226,2.0256343966094525,21630.19275,506.301046739757,23670.559999999998,21636.117321357906,4420.539999999997,-0.10936790734958522,0.6016554702019139,1.0943295916768934,3862.7713099760676,1441425.89100295,471.09628623411135,773.151972796267,52.504691129849185,9553.32917276075,1828165381.1504211,193512.2983780263,48646.58911369378,48646.58911369378,Healthy
48,3.0639297076,0.9981503504136245,6.332799999999999,3.222412833195278,6.549175999999999,0.002502494770831055,-0.3371854848437197,2.0668881483448036,21623.94411725,508.73934761016255,23841.46,21629.92761059002,4710.459999999999,-0.10876714119652578,0.6295188501810522,1.1025490942228724,3839.2943407052644,1475803.781838978,2243.49056995929,123.84276279156428,129.0017693440169,9648.894403572713,1847990161.0828824,97289.64806204957,165250.16118328297,165250.16118328297,Healthy
49,3.0749817632,0.9575342055559244,6.116727999999998,3.2206151084891115,6.175623999999999,-0.04138716634981642,-0.30699776642946963,1.9891916346308944,21630.8647245,496.79605900659953,23821.620000000003,21636.568787210806,4452.580000000002,-0.09071604147434977,0.6631019368333138,1.1012791353190177,3712.0191076552305,1343106.6259609992,727.9069758898684,370.4681439783572,411.7250350675477,9529.426137357574,1814354582.643617,103127.7365530621,80230.43748949419,80230.43748949419,Healthy
50,3.08599888,0.9958085738413653,6.216832,3.242683921110618,6.3587440000000015,-0.031256040815730086,-0.3192892973546275,2.014528274877404,21642.71799375,511.40569635099575,23719.39,21648.759119285696,4415.959999999999,-0.1219749003097447,0.6062650274358186,1.0959524587831206,3724.9617895878196,1416080.0111850323,236.0928150826542,998.2354477286136,641.2846271310332,9642.53843365799,1841703239.6407123,199772.93821484025,75047.7120218713,75047.7120218713,Healthy
51,3.1215759054,0.9878534514476298,6.3511120000000005,3.274151214948659,6.284279999999999,0.016095180584246582,-0.3567626359374043,2.0345851558545287,21637.556692,509.7110574580375,23829.25,21643.559283687027,4747.079999999998,-0.10729991612465181,0.5562319215969618,1.101291164210344,3785.0507318426767,1433690.8887926152,920.758455038958,1323.5646931968608,953.410470524788,9638.39689658965,1844595730.631707,93026.11543971255,102537.62671837304,102537.62671837304,Healthy
52,3.0948593204,0.9969689733294778,6.122831999999999,3.251472973618271,6.413671999999998,-0.0068659254081954784,-0.3377073357494704,1.9783878251398659,21657.670885749998,508.6218158910221,23850.609999999997,21663.642304092347,4585.329999999998,-0.10930025764186085,0.5673107794238632,1.1012546143959034,3823.3516046268996,1432972.5766567762,1906.2080442054014,647.6986308831823,510.79011047926906,9675.789066562304,1849547298.2840455,34511.35796817211,111733.25640159991,111733.25640159991,Healthy
53,3.1871840206,0.9758975352369276,6.46952,3.333240791039481,6.435648000000001,7.851134606518699e-05,-0.33754721804354615,2.0298545544232764,21699.72620275,513.8959434959631,23847.559999999998,21705.81027542696,4592.959999999999,-0.10997384584768581,0.5400384829927605,1.0989797648680844,3795.65454979829,1410980.2256617814,624.4492710952707,2298.9095559077537,921.4154711827056,9700.979090669585,1865290062.251598,79801.09222218198,118668.29341617231,118668.29341617231,Healthy
54,3.0426357154000003,0.9931837792098933,6.345008,3.20062829075212,6.700544000000001,-0.030128899403712744,-0.3323099747554199,2.085365647910254,21629.796773500002,515.129599768314,23936.06,21635.929846750427,4762.34,-0.11150461138786041,0.5216401523021768,1.1066243594727412,3810.744192424685,1428908.672939304,765.9128061066268,1179.4034846485783,1171.4456387835437,9669.327780663863,1847412027.512252,123435.86320873811,26380.424749380876,26380.424749380876,Healthy
55,3.111190195,1.0121092222187191,6.298615999999999,3.271672950959093,6.643167999999999,-0.019484857187223186,-0.3139379284490085,2.024503680335107,21657.376473,513.6547060459952,23838.41,21663.466718285606,4513.619999999999,-0.10206878223515765,0.4067237378972961,1.1007062665101228,3787.5842572999595,1464064.388190897,1027.004187761963,597.235207438785,1299.338759368893,9780.482255749781,1872627971.818015,203616.44157680572,124760.29011727471,124760.29011727471,Healthy
56,3.0916709620000002,0.9993192102474805,6.418247999999998,3.2491603923585486,6.633399999999998,0.0388685567754878,-0.3265775216505933,2.0759802963792886,21659.115267250003,505.964869136846,23812.47,21665.024075888112,4702.830000000002,-0.11847900853561813,0.6040636959854604,1.099420253605927,3704.099778282254,1387324.694094741,1593.3970332488564,1558.7525820611834,994.3027356718816,9630.422477581113,1838287101.2376242,203663.37992135348,61890.57327062816,61890.57327062816,Healthy
57,3.0961043712,0.9944638994403872,6.391392,3.25189114219599,6.461279999999999,-0.025988274588990157,-0.31312117417513985,2.0643335087320716,21658.9823965,513.9007426941514,23542.38,21665.078024851173,4219.120000000003,-0.10302360856950314,0.44577395471778347,1.086956883246941,3723.6544890118453,1412984.2516088225,440.0786487890411,1801.0730270506613,1214.369687707157,9668.523469115418,1847563949.1359663,52747.54767732304,176520.95078799877,176520.95078799877,Healthy
58,3.1562413256,0.9808076237627051,6.2839680000000016,3.305120096254661,6.428320000000003,0.00552668215862157,-0.31166325549643714,1.990965630235965,21629.2461625,517.4643691942081,23678.19,21635.435106259643,4473.950000000001,-0.11023619335277096,0.4895493349914295,1.0947302472821445,3735.76930724904,1408606.4764053202,1032.3376141990966,1152.7752960340201,457.47071872640845,9702.448411444697,1849253050.9791899,162570.6605578487,91680.35620974895,91680.35620974895,Healthy
